-882, 656, 1998
-773, 606, 1998
-630, 451, 1998
-504, 292, 1977
-425, 156, 1777
-356, 11, 1460
-317, -56, 1383
-285, -140, 1303
-313, -257, 1142
-380, -381, 942
-433, -490, 741
-458, -641, 602
-524, -968, 360
-524, -968, 360
-738, -1209, 107
-931, -1470, -38
-1040, -1824, -82
-1096, -1998, -174
-1154, -1998, -239
-1294, -1630, 49
-1294, -1630, 49
-1277, -1280, 148
-1194, -967, 245
-1095, -721, 359
-997, -561, 446
-939, -371, 399
-834, -196, 518
-713, -5, 518
-590, 263, 558
-490, 508, 486
-390, 622, 380
-221, 641, 469
-,-,-
-544, -296, -456
-523, -323, -231
-519, -330, 299
-564, -245, 604
-601, -135, 144
-595, -91, -253
-559, -188, 167
-525, -380, 999
-583, -416, 1323
-589, -307, 673
-524, -401, 269
-434, -523, 428
-419, -516, 1469
-419, -516, 1469
-476, -353, 1828
-517, -162, 1658
-521, -66, 1793
-466, 40, 1998
-353, 109, 1998
-200, 202, 1996
-91, 189, 1793
-5, 113, 1632
47, 21, 1653
47, 21, 1653
-17, 40, 1576
-142, 38, 1422
-275, -134, 1208
-440, -476, 890
-603, -941, 719
-706, -1511, 513
-742, -1988, 208
-780, -1998, -90
-827, -1998, -354
-878, -1998, -520
-936, -1989, -612
-981, -1622, -598
-1056, -1161, -528
-1096, -901, -375
-1095, -790, -222
-998, -740, -13
-894, -609, 222
-784, -362, 529
-601, -73, 931
-461, 203, 910
-461, 203, 910
-281, 386, 897
15, 306, 1098
-,-,-
-609, 91, 14
-609, 91, 14
-388, -63, 30
-233, -129, -157
-188, -101, -393
-245, -114, -607
-305, -168, -489
-315, -434, -17
-299, -711, 275
-364, -735, -185
-449, -743, -123
-530, -711, 719
-641, -599, 1597
-834, -394, 1748
-919, -66, 1706
-865, -47, 1563
-865, -47, 1563
-773, -32, 1599
-685, -36, 1693
-616, -102, 1291
-571, -13, 1298
-502, 90, 1754
-437, 296, 1998
-357, 552, 1998
-260, 732, 1998
-180, 747, 1911
-101, 637, 1801
-31, 441, 1738
-31, 441, 1738
-30, 208, 1384
-87, -102, 742
-99, -523, 322
-88, -1192, 227
-250, -1823, 227
-528, -1998, -159
-846, -1998, -402
-1146, -1998, -353
-1300, -1998, -197
-1294, -1998, -27
-1221, -1998, 104
-1169, -1820, 286
-1199, -1415, 326
-1252, -1066, 384
-1246, -873, 367
-1136, -822, 426
-982, -771, 395
-698, -583, 333
-360, -259, 324
-144, 109, 488
24, 454, 800
133, 799, 957
133, 799, 957
150, 1056, 741
-,-,-
-975, -62, 412
-975, -62, 412
-938, 23, 412
-902, -7, 346
-807, 12, 330
-660, -45, 0
-392, -310, -300
-173, -427, -742
-173, -427, -742
-81, -478, -734
-77, -477, -376
-111, -579, -30
-160, -589, 186
-277, -599, 546
-461, -461, 1144
-598, -347, 1504
-709, -145, 1551
-776, -82, 1793
-809, -79, 1998
-782, -73, 1998
-644, -113, 1998
-501, 8, 1949
-386, 194, 1814
-386, 194, 1814
-254, 338, 1762
-108, 396, 1699
0, 401, 1606
91, 373, 1595
140, 283, 1509
150, 150, 1311
96, -87, 1059
96, -87, 1059
2, -359, 929
-202, -520, 775
-351, -833, 593
-514, -1328, 239
-686, -1911, -193
-844, -1998, -319
-1008, -1998, -257
-1171, -1998, -192
-1260, -1998, 34
-1260, -1924, 384
-1215, -1543, 630
-1147, -1196, 684
-1131, -909, 620
-1176, -734, 581
-1167, -704, 609
-1001, -783, 734
-752, -810, 753
-493, -614, 574
-230, -413, 548
-,-,-
-835, -162, 441
-798, -57, 55
-588, -4, -106
-322, -142, -264
-142, -378, -457
-31, -485, -679
-69, -339, -682
-149, -313, -351
-292, -333, 68
-292, -333, 68
-409, -445, 518
-511, -459, 842
-606, -605, 1186
-671, -639, 1364
-659, -612, 1305
-644, -535, 1211
-653, -427, 1308
-630, -353, 1651
-570, -370, 1938
-541, -246, 1998
-476, -58, 1998
-396, 144, 1998
-313, 249, 1998
-224, 277, 1998
-180, 234, 1867
-186, 138, 1664
-186, 138, 1664
-187, 104, 1408
-105, -45, 1204
75, -372, 928
120, -785, 533
-47, -1062, 89
-206, -1132, 83
-411, -1127, 113
-675, -1155, 120
-870, -1354, -21
-904, -1678, 4
-904, -1678, 4
-942, -1947, 0
-980, -1998, -132
-1012, -1998, -35
-1073, -1994, 234
-1122, -1817, 490
-1102, -1486, 625
-1124, -1162, 593
-1089, -903, 653
-994, -743, 759
-806, -692, 872
-559, -543, 618
-408, -393, 598
-351, -59, 786
-270, 175, 754
-173, 322, 539
-56, 331, 244
-56, 331, 244
48, 509, 22
-,-,-
-519, -166, -233
-682, 9, -225
-682, 9, -225
-695, 21, 175
-600, -69, 359
-468, -257, -20
-271, -604, -553
-107, -787, -1229
-119, -669, -1001
-185, -591, 3
-309, -589, 609
-492, -494, 445
-629, -470, 682
-744, -364, 1298
-744, -364, 1298
-855, -265, 1765
-890, -150, 1663
-906, -22, 1417
-894, 50, 1585
-806, 93, 1769
-692, 160, 1721
-595, 176, 1420
-512, 153, 1175
-443, 161, 1513
-344, 103, 1944
-262, 79, 1998
-210, 206, 1990
-210, 206, 1990
-200, 306, 1735
-183, 288, 1633
-168, 192, 1523
-150, -76, 1177
-76, -397, 627
-54, -755, 79
-88, -1247, -116
-206, -1807, -93
-313, -1998, -299
-468, -1998, -607
-699, -1998, -662
-908, -1998, -501
-995, -1998, -19
-1026, -1963, 281
-1036, -1754, 358
-1056, -1451, 346
-1059, -1136, 281
-1047, -1021, 101
-941, -1041, 171
-805, -971, 326
-685, -810, 399
-603, -570, 358
-506, -289, 429
-361, 69, 562
-361, 69, 562
-,-,-
-936, -111, 329
-968, 63, 64
-950, 147, -37
-791, -42, 81
-572, -291, 112
-458, -336, -186
-381, -449, -533
-381, -449, -533
-337, -573, -483
-409, -544, -378
-516, -414, 93
-564, -367, 288
-519, -368, 109
-481, -395, 68
-515, -300, 584
-529, -293, 876
-457, -293, 737
-360, -429, 388
-345, -500, 699
-387, -458, 1500
-474, -387, 1864
-570, -196, 1978
-661, 105, 1998
-661, 105, 1998
-591, 220, 1998
-399, 73, 1998
-268, 143, 1928
-129, 143, 1634
-27, 139, 1596
18, 136, 1681
53, -8, 1638
53, -8, 1638
19, -163, 1281
17, -386, 738
27, -796, 411
-51, -1149, 254
-240, -1250, 136
-401, -1422, -7
-401, -1422, -199
-683, -1840, -216
-813, -1993, -110
-933, -1998, 68
-1036, -1962, 262
-1088, -1826, 452
-1062, -1704, 525
-1030, -1599, 536
-1018, -1469, 539
-995, -1249, 538
-949, -1006, 593
-884, -818, 620
-808, -673, 585
-808, -673, 585
-674, -584, 662
-503, -423, 784
-339, -208, 733
-202, 82, 573
-129, 484, 301
-43, 648, 280
-33, 666, 277
-33, 666, 277
-,-,-
-962, -172, -15
-829, -236, 258
-738, -282, 76
-638, -304, -289
-629, -213, -292
-596, -181, -31
-557, -99, -1
-557, -99, -1
-467, -88, -231
-364, -196, -691
-279, -380, -725
-276, -331, -234
-353, -102, 249
-411, -18, 559
-412, -98, 404
-374, -324, 398
-328, -621, 922
-336, -755, 1554
-347, -876, 1734
-375, -964, 1620
-422, -916, 1867
-422, -916, 1867
-443, -759, 1998
-431, -614, 1998
-415, -296, 1998
-320, -72, 1995
-185, 174, 1915
-1, 185, 1779
201, 116, 1636
283, -96, 1459
241, -332, 1395
133, -498, 1189
46, -601, 922
46, -601, 922
9, -900, 611
-118, -1222, 199
-286, -1494, -124
-454, -1671, -450
-654, -1898, -708
-868, -1997, -772
-1004, -1998, -511
-1086, -1998, -200
-1111, -1998, 184
-1102, -1998, 349
-1112, -1815, 585
-1097, -1561, 659
-1005, -1392, 693
-861, -1144, 672
-761, -841, 573
-667, -673, 466
-511, -600, 395
-332, -441, 567
-150, 34, 737
2, 615, 701
84, 925, 205
84, 925, 205
97, 906, 48
141, 810, 275
-,-,-
-665, -89, 74
-665, -89, 74
-472, -181, -354
-291, -199, -401
-211, -220, -484
-161, -506, -773
-163, -512, -671
-122, -519, -318
-123, -700, -199
-154, -815, 221
-196, -939, 644
-245, -942, 954
-316, -881, 1488
-373, -767, 1888
-424, -574, 1998
-425, -470, 1947
-358, -426, 1974
-215, -625, 1998
-58, -740, 1998
86, -711, 1924
86, -711, 1924
167, -519, 1644
230, -468, 1620
264, -321, 1618
240, -28, 1642
219, 49, 1652
151, -30, 1614
39, -203, 1322
39, -203, 1322
-71, -378, 1014
-61, -800, 349
-41, -1295, -103
-129, -1654, -196
-363, -1773, -364
-616, -1696, -393
-809, -1642, -391
-889, -1709, -360
-936, -1764, -34
-1020, -1628, 54
-1126, -1611, 119
-1179, -1571, 302
-1184, -1498, 449
-1202, -1334, 737
-1241, -1121, 923
-1283, -961, 868
-1243, -1048, 694
-939, -1123, 663
-609, -1044, 660
-383, -700, 585
-,-,-
-636, -242, 501
-522, -249, -193
-498, -386, -624
-520, -405, -433
-572, -347, 76
-611, -297, 197
-596, -275, 36
-612, -528, -176
-551, -767, -152
-460, -847, 407
-446, -886, 649
-501, -777, 855
-501, -777, 855
-548, -632, 831
-460, -693, 841
-336, -854, 1095
-274, -871, 1136
-230, -866, 1014
-221, -794, 1125
-226, -725, 1673
-162, -607, 1998
-147, -434, 1998
-86, -229, 1998
10, -139, 1902
127, -229, 1688
174, -442, 1700
147, -488, 1777
129, -475, 1771
199, -605, 1499
199, -605, 1499
226, -615, 1123
244, -591, 738
151, -678, 418
-22, -787, 152
-152, -1100, -184
-259, -1282, -200
-367, -1495, -126
-437, -1830, -185
-485, -1998, -274
-556, -1998, -420
-629, -1998, -293
-717, -1998, -353
-775, -1991, -442
-774, -1815, -396
-735, -1586, -324
-690, -1361, -208
-634, -1188, -39
-608, -896, 28
-594, -562, 135
-526, -391, 263
-439, -186, 558
-423, 116, 788
-436, 445, 903
-,-,-
-979, -239, 131
-962, -169, 26
-993, 15, -35
-1010, 0, 69
-1004, -114, 208
-1004, -114, 208
-954, -241, 294
-928, -246, 168
-920, -243, 24
-901, -294, 10
-854, -305, 33
-781, -277, -109
-757, -281, -224
-679, -317, -389
-507, -319, -656
-331, -373, -735
-265, -356, -619
-281, -198, -289
-274, -77, -41
-242, -38, -274
-261, -183, -357
-296, -393, 108
-296, -393, 108
-281, -631, 788
-140, -889, 664
-168, -1157, 814
-366, -1511, 1777
-635, -1346, 1998
-742, -905, 1998
-706, -147, 1998
-513, 292, 1998
-248, 462, 1998
-96, 413, 1998
-42, 207, 1998
67, -56, 1941
281, -781, 1244
281, -781, 1244
525, -1757, 246
392, -1998, -347
20, -1998, -779
-379, -1998, -1400
-729, -1998, -1577
-991, -1998, -1259
-1210, -1998, -713
-1164, -1586, -195
-1018, -1333, -172
-743, -1160, -288
-493, -995, -226
-328, -776, 116
-211, -441, 424
-159, 70, 599
-159, 70, 599
-173, 584, 710
-149, 910, 672
-106, 1021, 674
-,-,-
-522, 0, -268
-522, 0, -268
-506, 95, -448
-380, -26, -423
-286, -127, -365
-187, -267, -631
-173, -576, -855
-290, -588, -507
-252, -519, -405
-70, -752, -441
66, -1159, -60
-53, -1324, 904
-53, -1324, 904
-373, -1300, 1820
-629, -1072, 1998
-649, -963, 1998
-577, -826, 1998
-472, -568, 1998
-359, -420, 1998
-286, -205, 1976
-222, -124, 1753
-151, -196, 1570
-85, -423, 1564
-32, -561, 1463
-6, -708, 1129
-29, -906, 795
-61, -1080, 526
-158, -1069, 431
-317, -1134, -27
-463, -1519, -445
-743, -1786, -679
-1057, -1920, -761
-1228, -1993, -794
-1236, -1998, -814
-1217, -1998, -496
-1151, -1998, 53
-1131, -1879, 323
-1154, -1453, 588
-1099, -1254, 686
-869, -1077, 722
-542, -906, 863
-228, -631, 846
-63, -108, 831
43, 265, 982
155, 660, 782
155, 660, 782
271, 941, 245
327, 910, 74
-,-,-
-787, -13, -30
-725, -46, -32
-662, -53, -88
-662, -53, -88
-504, -64, -152
-352, -48, -210
-218, -99, -448
-92, -295, -777
14, -412, -1109
173, -448, -1337
183, -698, -789
73, -933, 304
-42, -1176, 1021
-206, -1316, 1415
-350, -1271, 1874
-449, -1087, 1998
-469, -862, 1998
-458, -699, 1998
-400, -608, 1998
-297, -548, 1998
-160, -391, 1998
-13, -284, 1915
14, -244, 1611
14, -244, 1611
-37, -208, 1436
-16, -332, 1166
37, -697, 737
64, -1113, 264
9, -1331, 41
-149, -1596, -271
-434, -1719, -654
-614, -1951, -578
-722, -1998, -372
-847, -1998, -23
-1000, -1964, 239
-1034, -1777, 105
-967, -1603, -229
-919, -1552, -115
-975, -1491, 318
-1029, -1471, 790
-1010, -1444, 1035
-873, -1227, 1116
-608, -911, 1031
-307, -633, 845
-9, -357, 661
219, 53, 383
219, 53, 383
293, 587, 297
-,-,-
-701, -231, -106
-622, -384, -136
-555, -476, -143
-497, -547, 69
-394, -543, 61
-311, -444, -37
-293, -336, -169
-295, -295, -243
-292, -310, 46
-264, -643, 647
-264, -950, 1077
-284, -1126, 1161
-314, -1098, 1183
-290, -1102, 1543
-306, -1073, 1994
-284, -853, 1998
-201, -601, 1998
-104, -323, 1900
-6, -104, 1722
-6, -104, 1722
84, 42, 1569
120, 127, 1602
120, 226, 1591
57, 125, 1571
-14, -134, 1483
16, -468, 1305
16, -468, 1305
140, -921, 1167
178, -1259, 890
220, -1549, 515
148, -1758, 128
-59, -1882, -185
-279, -1916, -410
-469, -1878, -488
-605, -1895, -466
-693, -1909, -480
-754, -1900, -412
-772, -1838, -246
-769, -1733, -108
-769, -1695, 82
-772, -1646, 196
-788, -1672, 325
-774, -1568, 292
-786, -1460, 358
-781, -1316, 463
-718, -1121, 636
-487, -968, 940
-187, -681, 1038
118, -376, 919
271, 78, 735
271, 78, 735
178, 594, 667
16, 950, 499
-103, 1097, 351
-202, 965, 244
-,-,-
-655, -161, 397
-604, -165, 49
-492, -164, -242
-381, -230, -311
-234, -391, -287
-197, -576, -310
-180, -749, -122
-193, -861, 135
-222, -866, 422
-268, -922, 812
-281, -851, 834
-326, -846, 1153
-330, -862, 1462
-267, -896, 1624
-223, -883, 1483
-282, -754, 1387
-342, -613, 1450
-357, -492, 1679
-327, -507, 1939
-205, -337, 1780
-75, -228, 1643
-75, -228, 1643
48, -163, 1311
105, -124, 1229
154, -228, 1499
204, -308, 1524
217, -326, 1486
177, -412, 1172
156, -595, 867
247, -800, 608
354, -1252, 251
254, -1582, -58
254, -1582, -58
48, -1846, -289
-39, -1975, -534
-107, -1989, -581
-269, -1851, -340
-520, -1554, -96
-674, -1461, 109
-663, -1548, 103
-606, -1643, 143
-560, -1723, 58
-510, -1752, 18
-505, -1838, 111
-527, -1815, 173
-568, -1672, 216
-619, -1529, 209
-602, -1457, 328
-497, -1504, 454
-418, -1382, 556
-370, -1106, 467
-345, -777, 487
-262, -449, 457
-252, -64, 542
-214, 154, 457
-214, 154, 457
-168, 207, 291
-88, 103, 153
-111, 124, 85
-213, 65, 153
-397, 171, 373
-397, 171, 537
-553, 212, 537
-649, 162, 509
-678, 135, 466
-670, 64, 410
-680, -99, 665
-,-,-
-870, -452, 587
-870, -452, 587
-850, -284, 386
-754, -172, 153
-589, -119, 68
-370, -216, -167
-158, -177, -700
25, -179, -1268
116, -266, -1234
92, -392, -525
69, -620, 42
134, -667, -149
134, -667, -149
223, -752, -206
194, -984, 426
-29, -1384, 1737
-207, -1501, 1998
-256, -1461, 1998
-254, -1265, 1998
-214, -993, 1998
-102, -672, 1998
34, -425, 1806
135, -278, 1727
199, -206, 1751
245, -165, 1726
280, -190, 1603
281, -365, 1412
244, -565, 1308
313, -940, 1114
434, -1364, 633
434, -1364, 633
413, -1481, 18
210, -1404, -673
-33, -1425, -1081
-151, -1693, -1026
-245, -1995, -811
-355, -1998, -723
-421, -1998, -567
-460, -1998, -509
-536, -1998, -190
-609, -1998, 120
-702, -1998, 324
-735, -1998, 333
-557, -1998, 279
-361, -1986, 453
-178, -1729, 576
-75, -1239, 614
47, -840, 579
122, -227, 479
38, 207, 646
-52, 533, 754
-52, 533, 754
-72, 779, 421
-114, 840, 206
-175, 674, 598
-,-,-
-818, -272, 247
-902, -167, -108
-845, -312, 132
-717, -515, 251
-717, -515, 251
-534, -578, 62
-413, -475, -97
-364, -478, -267
-411, -413, -100
-408, -320, -145
-289, -228, -333
-197, -358, -526
-246, -607, -247
-248, -818, 161
-216, -846, 89
-207, -804, -194
-189, -893, -93
-167, -1036, 506
-181, -1218, 1277
-220, -1329, 1958
-220, -1191, 1998
-191, -961, 1998
-165, -893, 1985
-178, -796, 1998
-103, -579, 1998
74, -383, 1752
264, -377, 1361
264, -377, 1361
368, -503, 1231
400, -645, 1228
383, -819, 1356
336, -938, 1176
262, -1063, 778
335, -1194, 212
508, -1496, -233
372, -1625, -337
-19, -1557, -538
-134, -1648, -790
-118, -1783, -814
-191, -1773, -559
-407, -1514, -263
-628, -1411, -74
-648, -1644, -179
-444, -1973, -409
-288, -1998, -502
-234, -1998, -335
-223, -1998, -39
-202, -1998, 41
-172, -1940, 223
-203, -1514, 333
-309, -987, 532
-391, -487, 855
-384, -243, 866
-338, -85, 600
-282, 170, 442
-282, 170, 442
-250, 290, 446
-228, 160, 581
-260, 232, 705
-348, 487, 656
-370, 465, 481
-298, 403, 352
-298, 403, 352
-,-,-
-742, -382, 176
-695, -235, -161
-692, -200, -254
-642, -154, -68
-574, -90, -118
-392, -158, -223
-234, -320, -455
-128, -485, -467
-151, -460, -589
-124, -449, -515
-53, -642, -317
-13, -1006, -77
-13, -1006, -77
55, -1155, 290
109, -1253, 395
25, -1265, 867
-62, -1394, 1259
-81, -1567, 1764
-124, -1356, 1940
-128, -1177, 1796
-76, -988, 1612
-31, -862, 1540
45, -830, 1635
121, -800, 1673
187, -691, 1456
184, -598, 1316
184, -598, 1316
214, -690, 1416
297, -846, 1514
441, -957, 1288
526, -926, 817
500, -954, 266
314, -1030, 96
191, -1207, 2
201, -1409, -221
224, -1614, -586
92, -1686, -787
92, -1686, -787
-104, -1739, -909
-257, -1905, -798
-395, -1996, -646
-501, -1998, -532
-560, -1988, -407
-377, -1998, -201
-253, -1998, -120
-189, -1963, -126
-205, -1723, -55
-138, -1399, 81
-138, -1399, -12
14, -794, -12
18, -426, 52
-50, -213, 147
-165, -58, 384
-182, -37, 342
-197, 223, 470
-226, 318, 863
-226, 318, 863
-285, 288, 1099
-305, 262, 1069
-324, 230, 799
-,-,-
-703, -297, -272
-593, -293, -55
-538, -141, -9
-454, -15, -431
-343, -90, -791
-244, -400, -647
-204, -508, -515
-105, -566, -303
46, -737, -515
170, -892, -573
229, -1108, -269
269, -1456, 416
269, -1456, 416
154, -1416, 913
11, -1264, 1265
-78, -1245, 1424
-85, -1201, 1661
-21, -1214, 1657
58, -1180, 1459
183, -1165, 1214
291, -1170, 1111
347, -1308, 1331
313, -1139, 1574
294, -959, 1582
216, -743, 1553
246, -838, 1512
387, -1083, 1442
467, -1105, 1374
468, -1163, 1149
476, -1213, 896
545, -1203, 488
545, -1203, 488
512, -1199, 63
410, -1173, -205
336, -1123, -643
